state,latitude,longitude,date,rainfall_mm,river_level_mm,floodrisk
Karnataka,16.734,76.5148,24/06/2024,0,3180,
Assam,25.4845,93.0821,26/09/2024,96.6,5367,
Assam,24.7608,90.6441,06/08/2024,31.9,4647,
Uttar Pradesh,26.8806,81.2435,30/09/2024,91.4,5292,
West Bengal,23.6287,87.997,25/07/2024,91.1,3994,
Odisha,20.7402,85.7691,07/10/2024,7.7,3756,
Karnataka,15.4529,75.252,23/09/2024,48.2,3509,
Gujarat,21.0006,72.5592,16/09/2024,95.1,3791,
Kerala,8.6043,77.7224,23/08/2024,42.8,4559,
Kerala,9.8965,77.0742,08/11/2024,23.4,4310,
Bihar,27.3301,85.7438,17/09/2024,58.5,4153,
Odisha,21.2749,84.4797,17/08/2024,65.4,5106,
Odisha,21.7749,85.6051,19/08/2024,80.7,4372,
West Bengal,21.6606,87.0878,24/08/2024,14.1,3749,
Odisha,19.7184,84.3831,25/07/2024,29.3,4379,
Maharashtra,21.1175,74.4345,19/06/2024,50.3,4195,
Bihar,26.3724,86.4096,19/09/2024,64.1,4538,
Tamil Nadu,11.3917,78.6484,10/06/2024,40.1,3303,
Maharashtra,20.7986,76.1748,25/07/2024,67.1,4222,
Bihar,26.6312,85.4316,13/06/2024,16.3,4338,
Odisha,20.7929,83.7009,07/09/2024,39.6,4605,
Karnataka,14.8863,74.9509,02/07/2024,43.8,3815,
Assam,25.4743,92.8668,31/07/2024,87.6,4627,
Gujarat,21.8039,71.2026,03/10/2024,0.3,3338,
Uttar Pradesh,26.3294,81.3069,17/10/2024,13.1,3876,
Uttar Pradesh,25.6449,80.3669,14/11/2024,37,4020,
Uttar Pradesh,27.2743,81.7809,10/07/2024,60.1,4064,
Kerala,9.0304,76.3459,01/10/2024,15.1,3989,
Kerala,10.8715,75.6507,15/10/2024,0,3818,
Gujarat,23.127,71.2237,28/06/2024,42.6,3735,
Assam,26.131,91.5205,17/10/2024,10.3,4289,
West Bengal,22.9556,87.3416,08/10/2024,0,3533,
Uttar Pradesh,28.2488,80.1108,03/09/2024,0,3654,
Bihar,25.9139,86.3064,10/07/2024,24.8,4022,
Tamil Nadu,10.1581,77.7946,22/07/2024,85.3,4508,
Assam,25.5057,90.7716,10/10/2024,25.8,3999,
Tamil Nadu,11.8523,79.0057,25/09/2024,80.9,4656,
Gujarat,21.8113,70.7191,13/08/2024,114.5,4645,
Karnataka,15.048,75.0606,11/07/2024,51,4237,
Tamil Nadu,12.0952,78.8225,09/07/2024,95.1,4177,
West Bengal,23.5275,88.6846,08/10/2024,0,3523,
Bihar,24.6539,86.7246,25/11/2024,1.1,4114,
Assam,26.147,90.5643,09/09/2024,32.2,4441,
Odisha,21.31,85.7123,19/07/2024,52,4226,
Bihar,24.4629,83.8409,22/09/2024,43.3,4310,
Maharashtra,19.8162,75.6038,18/09/2024,35.1,3546,
Maharashtra,18.7019,75.8852,25/09/2024,51.9,3954,
Kerala,10.4064,76.9627,21/07/2024,113,4780,
Gujarat,22.7078,72.6621,04/07/2024,91.2,4524,
Tamil Nadu,12.1503,79.9112,07/06/2024,15,3300,
Assam,25.0315,90.5195,09/09/2024,87.4,5761,
Bihar,26.0067,85.6944,08/09/2024,81.9,4527,
Tamil Nadu,11.8707,77.6895,19/10/2024,0,3550,
Kerala,9.9121,77.7473,26/08/2024,59.7,3982,
Maharashtra,20.8241,75.8309,07/08/2024,96.7,4386,
Gujarat,22.6666,69.9379,15/06/2024,18.6,3449,
Karnataka,15.0891,75.3174,01/11/2024,11.7,3356,
Bihar,26.1931,83.8481,02/10/2024,4,3656,
Maharashtra,20.3804,74.6764,20/08/2024,0,3311,
Karnataka,16.1312,75.2741,03/10/2024,18,3688,
Bihar,24.4455,86.1219,10/10/2024,16.1,4017,
Karnataka,15.4679,74.4626,27/11/2024,23.4,3785,
Karnataka,16.1031,75.4212,22/06/2024,31.8,3884,
Kerala,10.9121,75.4082,12/10/2024,0,3395,
Assam,26.266,91.2886,08/11/2024,16.9,4550,
Bihar,24.8171,84.9269,01/09/2024,80.9,4424,
Odisha,22.3509,85.4909,14/07/2024,52,4308,
Uttar Pradesh,26.4382,81.5143,21/10/2024,31.1,4287,
Gujarat,22.1071,72.1347,04/09/2024,33.4,3884,
Uttar Pradesh,27.5859,81.454,15/07/2024,116.4,4509,
Maharashtra,18.5786,76.9686,15/06/2024,40,3740,
Gujarat,21.6987,72.1832,18/11/2024,30.3,3607,
Assam,25.4395,90.5606,29/08/2024,71.7,4354,
West Bengal,23.5357,89.4831,25/07/2024,105.5,4759,
Tamil Nadu,11.0076,79.8711,09/08/2024,52.7,3609,
Bihar,24.6354,86.5816,29/08/2024,5.7,4080,
Tamil Nadu,11.5264,79.6558,25/10/2024,0,3436,
Maharashtra,19.1795,76.8773,20/07/2024,99.5,4153,
Maharashtra,19.1411,76.8672,15/10/2024,18.7,3781,
Assam,26.2576,92.6528,19/06/2024,11.6,4238,
Tamil Nadu,10.0262,77.328,26/08/2024,67,3599,
Odisha,20.8621,85.6064,28/11/2024,17.6,3851,
Bihar,26.7279,86.2746,01/08/2024,119,4690,
Assam,24.8418,92.4685,19/10/2024,0,3901,
Uttar Pradesh,25.8487,81.4675,24/06/2024,41.5,4061,
Tamil Nadu,10.7803,80.1587,15/06/2024,179.6,5129,
West Bengal,22.0528,88.1753,07/07/2024,77.4,4245,
Karnataka,15.1396,74.6447,30/09/2024,36,3662,
Kerala,9.5021,77.8881,17/08/2024,38.9,3799,
West Bengal,22.5677,89.708,05/09/2024,73.3,4177,
Tamil Nadu,11.811,79.9568,16/07/2024,31.6,3440,
Karnataka,14.8787,75.3109,27/08/2024,115.4,4091,
Kerala,10.2084,77.1257,25/07/2024,5.5,3642,
Uttar Pradesh,27.8237,81.3879,19/11/2024,0,3775,
Uttar Pradesh,25.6294,80.8967,08/07/2024,43.9,4117,
Maharashtra,20.5353,76.7585,09/08/2024,29.2,3875,
Odisha,20.6468,84.1155,31/07/2024,77.2,5061,
Odisha,19.8153,85.1051,15/06/2024,34.9,3999,
Kerala,10.7664,77.6992,19/11/2024,12.6,3450,
Karnataka,15.136,74.4318,22/09/2024,16.9,3603,
Odisha,21.0199,84.1982,09/06/2024,112.8,5035,
Bihar,25.2728,83.9634,24/07/2024,0,3912,
Bihar,25.3405,84.4714,24/10/2024,5,3937,
Kerala,9.2986,76.3092,21/10/2024,0,3538,
Kerala,10.6099,76.5859,09/08/2024,49.5,3759,
Gujarat,22.1506,70.6937,13/10/2024,3.3,3279,
Uttar Pradesh,27.7183,80.8862,12/09/2024,63.5,4338,
Odisha,20.2493,85.8118,11/08/2024,73,4881,
Tamil Nadu,9.6971,77.4201,30/06/2024,45.1,3876,
Tamil Nadu,12.4674,79.763,11/10/2024,12,3580,
West Bengal,23.6439,88.638,26/08/2024,71.8,4089,
Tamil Nadu,12.2233,78.1837,28/11/2024,0,3461,
Maharashtra,20.7835,76.7365,08/08/2024,31.9,3708,
Gujarat,21.2082,70.489,20/07/2024,54.1,4395,
Karnataka,16.594,75.8367,08/10/2024,0,3306,
Uttar Pradesh,27.472,79.7385,16/09/2024,54.7,4621,
Bihar,24.8273,86.2301,28/06/2024,127.2,4772,
Bihar,25.3596,84.7648,02/11/2024,33.8,4455,
Uttar Pradesh,27.7835,81.9481,26/06/2024,82.3,4646,
Assam,27.0869,92.038,04/07/2024,0,4351,
Assam,27.3433,91.1548,13/07/2024,52.9,4873,
Karnataka,14.8214,74.5703,18/10/2024,0,3423,
Odisha,20.7171,83.8832,15/07/2024,0,3585,
Gujarat,23.6453,70.8779,21/06/2024,23.9,3406,
Tamil Nadu,11.7876,77.8614,20/06/2024,0,3067,
Maharashtra,18.3563,76.9694,31/08/2024,94.6,5062,
Bihar,26.5044,85.6119,01/07/2024,152.9,5053,
Gujarat,23.1547,72.1556,25/08/2024,69.7,4568,
Bihar,26.3553,85.9199,07/08/2024,59.9,4937,
Maharashtra,20.6806,74.8322,09/11/2024,11.9,3989,
Assam,26.1601,92.602,21/10/2024,23.9,4236,
Gujarat,23.1803,71.3045,18/09/2024,97.7,4757,
Uttar Pradesh,26.8086,81.1531,09/06/2024,68.6,4063,
Maharashtra,18.479,74.7589,06/08/2024,80.7,4469,
Odisha,21.7633,85.0389,14/06/2024,40.9,4050,
Odisha,20.2574,84.3324,25/10/2024,35.1,4274,
Karnataka,13.8526,75.9507,29/07/2024,20.6,3484,
Kerala,11.4826,76.7366,11/08/2024,17.6,3674,
Bihar,24.4049,84.9459,04/07/2024,5.8,3711,
Maharashtra,18.4913,74.9679,12/09/2024,70.9,4268,
West Bengal,22.1438,88.0223,02/06/2024,37.6,3795,
Odisha,21.7352,85.5199,05/09/2024,40.4,3836,
Odisha,20.6489,84.0169,18/08/2024,44.4,3817,
Odisha,19.8189,84.5157,27/07/2024,71.6,4018,
Bihar,25.789,85.8436,02/07/2024,80.2,5046,
Uttar Pradesh,27.3275,81.2724,04/08/2024,31.7,3986,
Assam,27.2462,92.735,08/11/2024,0,4518,
Gujarat,23.2808,72.4222,27/09/2024,0.8,3367,
Tamil Nadu,11.035,78.7211,04/10/2024,21.3,3219,
West Bengal,21.9248,87.7861,15/11/2024,22.4,3558,
Gujarat,22.601,70.9805,27/09/2024,69.4,3667,
Tamil Nadu,12.1462,78.126,14/06/2024,40.4,4024,
Uttar Pradesh,28.1644,80.4353,15/10/2024,0,3606,
Assam,26.8617,90.2127,16/08/2024,21.1,4109,
West Bengal,21.3396,89.7408,29/08/2024,130.3,5132,
Gujarat,20.8465,72.4164,10/09/2024,18.3,3387,
Bihar,25.5916,84.926,21/07/2024,97.8,4813,
Assam,26.2159,90.2073,12/07/2024,49.9,4924,
West Bengal,21.7129,88.4456,26/09/2024,73.7,4692,
Kerala,10.0667,76.7132,27/06/2024,63.2,4154,
Gujarat,23.3449,71.4125,21/07/2024,66,3998,
Karnataka,14.2597,74.2602,04/07/2024,111.1,4081,
West Bengal,22.4887,87.0449,03/07/2024,24.2,3649,
West Bengal,23.0629,89.1994,18/10/2024,0,3647,
Gujarat,21.1773,71.1167,24/08/2024,86.7,4120,
Maharashtra,20.4465,77.0076,12/10/2024,14.4,3298,
Assam,25.6062,92.2743,08/06/2024,81.1,4981,
Karnataka,14.9522,76.8045,11/06/2024,3.5,3286,
Tamil Nadu,11.0558,78.4814,19/10/2024,35.9,3348,
Tamil Nadu,11.3268,78.0134,28/08/2024,0,3343,
Bihar,26.4516,84.1567,03/10/2024,0,3732,
Kerala,11.1707,75.592,16/08/2024,116.3,4102,
Maharashtra,19.6939,75.0716,25/09/2024,67.7,4084,
Karnataka,15.292,75.2865,05/09/2024,75.1,4036,
Tamil Nadu,12.5649,78.0704,24/10/2024,8.6,3587,
Uttar Pradesh,26.3692,80.0327,15/11/2024,6.4,3937,
Bihar,25.8089,86.0491,27/06/2024,29.3,4100,
Maharashtra,20.8846,75.5354,07/11/2024,0,3335,
Assam,25.9564,92.228,25/06/2024,0,4215,
Bihar,27.0331,85.6498,26/07/2024,113.8,4600,
Kerala,10.954,75.0758,27/08/2024,44.1,4183,
West Bengal,22.3839,87.1971,05/07/2024,100.8,5092,
West Bengal,22.8186,87.4647,09/11/2024,38.9,4225,
Maharashtra,19.7847,76.3426,26/11/2024,8.2,3395,
Uttar Pradesh,27.9942,81.809,03/09/2024,0,3796,
Uttar Pradesh,26.8696,79.9231,31/07/2024,106.7,4534,
West Bengal,22.2029,86.9564,10/10/2024,10,3964,
Assam,24.8982,91.0992,01/10/2024,26.3,4116,
Odisha,21.427,84.548,19/11/2024,0.5,3582,
Kerala,10.7088,77.8627,26/06/2024,118,5029,
Assam,26.5964,92.3157,21/06/2024,106.2,5030,
Karnataka,15.8902,76.047,25/06/2024,130,4857,
Odisha,20.8538,84.2295,29/09/2024,40.2,4161,
Bihar,24.6357,86.3966,11/06/2024,31.8,4651,
West Bengal,22.0919,87.9591,07/11/2024,32.3,4296,
Bihar,26.9288,85.1359,20/06/2024,98.7,4983,
Maharashtra,20.2222,74.8289,06/07/2024,34.1,4411,
Karnataka,13.8719,76.4255,11/09/2024,121.3,4150,
Odisha,20.9306,85.4395,03/10/2024,4.6,3480,
Odisha,21.4565,84.7873,02/08/2024,61.2,3868,
Tamil Nadu,10.9818,78.2393,09/10/2024,0,3296,
Tamil Nadu,10.736,79.7412,08/08/2024,0,3140,
Bihar,27.3715,86.796,16/09/2024,28.3,4206,
Uttar Pradesh,27.5081,79.6857,02/06/2024,105.8,4352,
Odisha,21.5051,83.4366,08/08/2024,61.9,3924,
Assam,24.9833,92.5421,21/07/2024,43.8,4202,
Assam,27.1065,90.3926,19/11/2024,31.5,4459,
Odisha,21.5903,83.7777,10/09/2024,97.7,4766,
Tamil Nadu,9.7632,77.8581,14/06/2024,45.8,3755,
Uttar Pradesh,27.5761,81.635,05/09/2024,109.3,4510,
Maharashtra,20.375,74.3801,03/06/2024,68,4522,
Tamil Nadu,10.78,77.9426,01/08/2024,121.6,4325,
Assam,26.4202,91.2451,10/07/2024,67.6,5505,
Karnataka,14.1238,74.7577,13/07/2024,136.1,4512,
Gujarat,22.3488,70.0488,13/10/2024,0,3450,
Karnataka,14.6992,77.0823,06/06/2024,70.6,4758,
West Bengal,21.9764,87.4313,18/09/2024,58.4,4000,
Maharashtra,20.8431,75.9243,22/07/2024,110.7,4776,
Assam,27.0735,93.1105,31/10/2024,2.1,4501,
Bihar,27.1336,85.5017,30/07/2024,166.7,4986,
Odisha,22.0325,84.4758,25/11/2024,20.7,3793,
Uttar Pradesh,28.131,81.6377,27/06/2024,54.9,4159,
Tamil Nadu,10.3059,77.8479,22/08/2024,23.3,3474,
Odisha,20.2939,86.0483,01/06/2024,102.3,4223,
West Bengal,23.3621,88.2478,07/10/2024,25.7,4090,
Kerala,10.7529,75.1186,16/08/2024,70.5,4135,
Maharashtra,19.1218,76.9585,25/11/2024,0,3462,
Kerala,8.6521,76.4771,23/08/2024,81.4,4380,
Assam,24.8502,91.2269,03/09/2024,78.4,5026,
Tamil Nadu,12.5844,79.5407,22/08/2024,11.3,3422,
Kerala,10.3686,76.7117,02/10/2024,23.2,3952,
Bihar,26.5029,85.4546,23/07/2024,39.8,4351,
Kerala,10.2902,76.5202,27/10/2024,11.9,3471,
Maharashtra,20.5149,76.7576,14/08/2024,0,3344,
Odisha,21.4128,84.4043,21/09/2024,45.1,4513,
Assam,24.8326,91.2112,10/09/2024,105.3,6035,
Bihar,24.6952,86.2047,13/06/2024,0,3766,
Karnataka,15.6283,76.6091,08/07/2024,62.3,3591,
Odisha,21.0494,84.96,27/07/2024,19,4159,
Gujarat,21.3752,71.6939,22/06/2024,73.1,4044,
West Bengal,22.102,88.5697,03/11/2024,4.9,4028,
Gujarat,21.6824,70.9875,08/06/2024,0,3315,
Gujarat,23.6873,72.3424,11/07/2024,110.1,4278,
Maharashtra,18.4461,75.7595,22/10/2024,0,3279,
Karnataka,14.136,76.3595,08/10/2024,0,3360,
Maharashtra,18.2679,76.0506,02/08/2024,21.2,3871,
Bihar,25.1296,85.0571,08/06/2024,94.9,4479,
Tamil Nadu,11.1321,79.8818,25/07/2024,151.9,3957,
Karnataka,16.1267,76.7022,10/11/2024,16,3366,
Odisha,19.946,85.2433,07/11/2024,0,3465,
West Bengal,23.4167,87.2021,06/07/2024,0,3589,
Assam,27.1972,90.3633,02/10/2024,0.1,4050,
Uttar Pradesh,26.2943,81.9187,10/08/2024,91.1,4902,
Karnataka,14.0466,76.2697,07/06/2024,78.1,3951,
Odisha,20.5681,85.5954,29/10/2024,28.6,3865,
Maharashtra,18.9312,75.2093,04/07/2024,122.3,5326,
Tamil Nadu,11.9604,77.551,14/07/2024,56.4,3740,
Assam,25.0282,92.8163,30/08/2024,112.2,5562,
Gujarat,23.4709,72.3687,27/09/2024,72.5,4040,
Maharashtra,20.5677,74.4264,15/08/2024,32.5,3801,
Assam,26.5601,90.2149,28/09/2024,132.5,6073,
Tamil Nadu,9.9112,77.7806,23/06/2024,0,3124,
Odisha,19.4828,84.9345,14/10/2024,0,3715,
Maharashtra,19.6622,76.2448,19/10/2024,0,3371,
West Bengal,22.3069,88.4635,09/06/2024,60.5,4080,
Tamil Nadu,11.8373,78.2058,15/11/2024,32.6,3674,
Assam,25.3544,92.1783,03/09/2024,0,4003,
West Bengal,23.7154,86.9898,06/07/2024,22.7,3877,
Odisha,19.754,84.9035,13/07/2024,0,3548,
Kerala,9.4474,76.165,31/10/2024,0,3448,
Odisha,22.0817,85.3615,27/07/2024,91.1,5314,
Odisha,19.4612,86.071,01/09/2024,32.3,3736,
Maharashtra,20.3383,76.693,29/08/2024,27.6,4015,
Gujarat,21.5746,71.3267,24/08/2024,25.9,3254,
Bihar,25.2136,85.5757,02/10/2024,23.5,4616,
Karnataka,15.5826,76.4687,06/09/2024,64.1,3713,
Bihar,25.3953,85.4898,10/08/2024,37.3,4376,
Uttar Pradesh,26.145,82.0139,19/06/2024,5.1,3700,
Uttar Pradesh,27.3321,79.5509,15/10/2024,6.7,3851,
Gujarat,21.3326,69.7371,05/07/2024,77.7,3965,
Uttar Pradesh,27.4778,81.147,29/09/2024,44.8,4551,
Uttar Pradesh,26.254,80.4258,29/10/2024,17,3874,
Karnataka,13.8858,76.5558,23/10/2024,9.1,3543,
Tamil Nadu,11.3772,78.7191,05/07/2024,96.8,4422,
Odisha,21.7244,83.5652,23/09/2024,51.8,3957,
Assam,27.3408,93.0558,30/08/2024,135.7,5772,
Gujarat,21.6247,72.4385,05/07/2024,98.4,4318,
Gujarat,21.8429,70.0589,29/09/2024,59.3,4253,
Maharashtra,20.2522,76.6832,22/11/2024,0,3441,
Maharashtra,21.1063,76.5613,04/11/2024,18.4,3511,
Gujarat,20.9554,71.949,19/10/2024,8.5,3575,
Odisha,21.737,86.0532,23/06/2024,77.2,4089,
Maharashtra,20.3671,75.645,14/07/2024,0,3307,
Maharashtra,19.2421,76.2448,05/11/2024,11,3429,
Maharashtra,18.4876,75.7339,29/07/2024,31.1,3696,
Maharashtra,20.9004,76.9498,24/07/2024,24.4,3865,
Karnataka,16.5264,77.1931,07/08/2024,64.2,4314,
Bihar,26.3654,84.8792,23/09/2024,71.5,4513,
Odisha,21.0257,83.3304,07/11/2024,0,3828,
Odisha,21.8785,84.6475,16/06/2024,103.7,4768,
West Bengal,22.0544,89.1981,29/07/2024,54.1,4468,
West Bengal,22.6111,89.3232,21/07/2024,35.3,4078,
Kerala,8.961,75.0953,08/10/2024,0,3505,
Karnataka,16.3484,77.0784,26/11/2024,14.4,3587,
Bihar,24.6541,84.4967,20/09/2024,31.7,4133,
Kerala,10.3635,77.3191,27/06/2024,88.5,3832,
Maharashtra,21.1606,76.0969,10/06/2024,4.7,3429,
Karnataka,16.1106,75.532,04/11/2024,5.6,3543,
Tamil Nadu,11.6929,78.7319,27/11/2024,0,3267,
Bihar,24.4217,86.0755,03/06/2024,20.1,4033,
West Bengal,23.4215,88.5513,11/11/2024,47.6,3828,
Bihar,25.4362,85.298,15/11/2024,20.1,3800,
West Bengal,22.8239,88.228,13/10/2024,3.1,3690,
Uttar Pradesh,27.1987,81.4182,02/11/2024,33.2,4372,
Gujarat,21.7252,70.3906,27/08/2024,0,3271,
Kerala,8.6367,76.9922,04/11/2024,28.9,3847,
Uttar Pradesh,25.4744,81.2339,19/10/2024,19.4,3925,
Uttar Pradesh,26.241,80.6632,09/08/2024,78.8,4076,
Uttar Pradesh,27.8742,82.3207,01/06/2024,34.5,3740,
Assam,26.1657,91.8047,21/10/2024,0,4088,
Bihar,25.632,84.6847,27/09/2024,93,4551,
Odisha,19.541,83.8588,19/10/2024,5.2,3773,
Uttar Pradesh,26.93,79.7601,22/10/2024,10.6,3865,
Bihar,26.1989,84.3768,20/11/2024,56,4447,
Odisha,21.8155,85.2985,26/11/2024,14.3,3931,
West Bengal,21.281,87.0439,02/06/2024,65.2,4627,
Odisha,21.7802,84.302,19/07/2024,69.7,4351,
Maharashtra,18.3446,75.4357,11/06/2024,168.7,5578,
Odisha,22.3257,85.362,17/06/2024,72.4,4106,
Uttar Pradesh,26.5418,82.1575,30/09/2024,83.7,4852,
Kerala,9.2691,77.1969,12/07/2024,124.5,4655,
Assam,27.5028,90.9691,27/10/2024,27.7,4432,
Gujarat,21.182,69.9608,04/07/2024,38.8,3891,
Gujarat,23.0583,70.1423,29/09/2024,0,3352,
Uttar Pradesh,28.2676,80.2308,09/09/2024,57.8,3996,
Bihar,27.2017,85.6719,14/08/2024,91.3,4951,
West Bengal,23.8236,87.9728,27/07/2024,131.6,4816,
Kerala,10.5171,75.5696,28/08/2024,83.9,4389,
Gujarat,21.4143,71.3825,23/09/2024,78.6,3730,
Tamil Nadu,9.6098,79.8165,02/07/2024,73.6,3713,
Kerala,10.2479,75.6886,25/07/2024,119,5075,
Bihar,25.703,83.9494,11/07/2024,20.1,4199,
Maharashtra,19.9929,76.4538,24/10/2024,0,3470,
Kerala,9.2016,76.4692,02/09/2024,115.6,4157,
Tamil Nadu,11.7835,79.7009,17/10/2024,25.2,3734,
Gujarat,22.0315,71.5337,18/11/2024,16.2,3199,
Karnataka,14.2489,74.8085,22/10/2024,6.4,3151,
Karnataka,16.1801,74.6294,15/10/2024,1.5,3540,
Gujarat,23.0381,71.0121,15/09/2024,142.8,3978,
Karnataka,15.6643,75.9239,01/07/2024,131.5,4456,
Gujarat,22.2229,71.1897,14/06/2024,138.8,4335,
Gujarat,23.2034,69.7812,01/08/2024,81.6,3794,
Maharashtra,20.2753,76.8322,08/11/2024,3.7,3649,
Gujarat,23.1882,72.3227,08/10/2024,0,3201,
Uttar Pradesh,26.0369,80.3266,10/08/2024,34.9,4101,
Assam,27.5554,91.9008,16/09/2024,6.5,4068,
Assam,26.4259,92.2213,07/07/2024,86.9,4474,
Karnataka,15.2806,74.4221,06/08/2024,67.5,3715,
Uttar Pradesh,25.392,79.8414,30/09/2024,177.3,5011,
Kerala,10.8551,77.2288,24/11/2024,0,3741,
Karnataka,13.94,75.0101,12/06/2024,31.8,3745,
Maharashtra,18.3308,75.1291,16/11/2024,22.9,3599,
Bihar,24.7619,85.8185,17/09/2024,26.6,3941,
Uttar Pradesh,25.5651,80.4045,23/10/2024,24.5,4223,
Assam,26.1134,91.4014,27/09/2024,60.9,4951,
Uttar Pradesh,26.8917,81.0758,05/08/2024,45,4080,
Tamil Nadu,11.8428,79.8173,03/07/2024,85.7,4010,
Karnataka,15.6706,74.7805,24/09/2024,71.2,3623,
Uttar Pradesh,26.9276,82.3968,08/08/2024,9.7,3702,
Maharashtra,19.6802,76.8834,12/06/2024,29.5,3583,
Karnataka,16.2234,75.7524,18/08/2024,57.1,3721,
Maharashtra,18.3294,74.4889,25/08/2024,58,3968,
Maharashtra,19.673,74.8842,15/06/2024,64.5,4093,
Uttar Pradesh,25.3478,81.4071,10/07/2024,72.1,4926,
Assam,26.6052,92.6998,23/10/2024,2.4,3954,
Kerala,8.7414,75.8348,28/07/2024,54.3,4601,
Karnataka,15.7503,76.0325,09/11/2024,21.4,3594,
Uttar Pradesh,26.827,80.8557,23/06/2024,64.3,4177,
Odisha,21.1987,85.649,01/08/2024,35.9,3928,
West Bengal,22.6493,89.8454,09/11/2024,0,3417,
Odisha,21.0798,83.8039,26/11/2024,9.2,3630,
Uttar Pradesh,25.4709,81.2213,04/09/2024,124.1,5313,
Uttar Pradesh,26.6615,81.1452,19/07/2024,0,3748,
Bihar,25.885,86.1728,12/09/2024,68.6,4252,
Uttar Pradesh,26.7375,82.2558,26/09/2024,61.3,4032,
West Bengal,22.0661,87.5786,28/10/2024,43.2,3775,
Tamil Nadu,12.4829,79.7103,20/08/2024,63.5,4061,
Kerala,10.6688,76.7792,10/08/2024,89.3,4047,
Kerala,9.3237,75.7527,17/08/2024,116,4774,
Uttar Pradesh,26.3358,80.4849,16/07/2024,66.8,4292,
Kerala,9.1844,77.6746,25/07/2024,19.6,3845,
Kerala,10.4305,76.1203,24/11/2024,10.7,3468,
Maharashtra,18.6284,76.7617,18/07/2024,0,3603,
Uttar Pradesh,27.8964,79.6122,20/06/2024,106.3,5091,
Assam,27.178,90.4026,27/09/2024,58.8,4705,
Odisha,21.2279,84.3154,24/08/2024,72.4,4782,
Odisha,20.8368,84.0434,14/09/2024,169.3,5359,
Maharashtra,19.5051,76.3821,13/10/2024,0,3307,
Odisha,20.0443,85.8318,06/11/2024,9.7,3698,
Assam,26.5138,92.5739,17/06/2024,29.3,4369,
Odisha,20.9707,84.7919,05/11/2024,0,3719,
West Bengal,22.3278,87.4938,07/07/2024,84.2,4410,
Uttar Pradesh,27.2651,81.3365,05/08/2024,60.8,4157,
Kerala,10.4381,77.9878,25/09/2024,100.3,5151,
Tamil Nadu,11.103,80.1768,10/07/2024,88.8,4185,
Gujarat,21.1016,69.9376,21/06/2024,29.3,3413,
West Bengal,23.2918,87.35,25/09/2024,0,3711,
Tamil Nadu,11.6972,79.8197,13/11/2024,0,3192,
Kerala,9.2861,77.2093,16/10/2024,0,3811,
Tamil Nadu,11.0684,79.1328,03/11/2024,29.6,3178,
Odisha,22.0083,84.2364,23/08/2024,63.5,4105,
Karnataka,14.7507,75.8573,13/07/2024,88.4,4280,
West Bengal,24.0715,88.5363,24/09/2024,108.5,5246,
Karnataka,16.5967,74.7124,29/06/2024,10,3416,
Gujarat,23.5718,71.7826,24/06/2024,36.1,3358,
Tamil Nadu,11.5029,79.0828,03/11/2024,0,3565,
Gujarat,22.4119,72.1755,22/06/2024,95.8,4042,
Maharashtra,21.1145,74.8566,31/08/2024,78.8,4196,
Odisha,19.7106,85.895,24/09/2024,57.6,4212,
Gujarat,22.0518,71.5604,27/07/2024,0.9,3359,
West Bengal,23.2039,87.3054,07/09/2024,62.8,4375,
Bihar,26.7054,85.5903,14/11/2024,0,3704,
Uttar Pradesh,27.2487,81.697,06/10/2024,18.7,3682,
Bihar,25.6077,85.2094,29/09/2024,0,3929,
Kerala,9.1812,75.855,20/08/2024,21,3601,
Assam,25.1541,90.8429,12/11/2024,0.3,4344,
Bihar,26.2745,84.4963,02/08/2024,53,4537,
Assam,26.8403,91.1833,24/08/2024,99.1,5485,
West Bengal,21.3322,88.9173,27/08/2024,118.5,4672,
Karnataka,15.0772,75.8087,20/11/2024,0,3752,
Assam,27.6068,91.6569,10/11/2024,0,3999,
Odisha,19.6661,84.6522,28/09/2024,19.5,3829,
Gujarat,20.9119,70.6117,02/11/2024,9.1,3593,
Karnataka,15.419,75.3412,16/10/2024,23.9,3368,
Karnataka,16.5672,74.3854,07/10/2024,12.3,3392,
Odisha,20.1684,85.6984,30/10/2024,0,3564,
Uttar Pradesh,25.6074,80.1132,22/06/2024,56.6,4309,
Bihar,25.9842,85.6051,22/06/2024,6.5,3895,
Assam,25.6878,91.0153,18/09/2024,37.6,4266,
Maharashtra,18.7139,75.3815,29/07/2024,110.4,4393,
Gujarat,22.2658,70.1355,28/07/2024,47.3,3880,
Maharashtra,19.4084,75.154,30/08/2024,68.1,4199,
Maharashtra,18.4384,74.5726,23/06/2024,9,3408,
Assam,25.1677,91.9697,03/11/2024,18.8,4495,
Karnataka,15.216,74.7372,27/06/2024,17.7,3382,
Kerala,11.4923,77.1293,15/06/2024,153.1,5671,
Uttar Pradesh,28.1251,81.6354,25/06/2024,111.4,4893,
Gujarat,21.4227,72.5764,21/07/2024,22.7,3511,
Gujarat,20.8722,71.585,04/06/2024,89.2,4599,
Bihar,24.9925,84.7307,05/10/2024,18.5,4435,
Kerala,8.9174,75.2927,20/09/2024,50.8,4376,
Uttar Pradesh,26.4935,80.6765,24/11/2024,10.3,3748,
Karnataka,15.686,75.8391,03/07/2024,109,4671,
West Bengal,23.8005,87.7806,12/09/2024,121,4701,
West Bengal,23.2736,88.8867,12/09/2024,48.8,3933,
